,Date,TR ID,Subject_1,Subject_2,Ratio
0,2022-12-08,"('05032108616-26',)","refueleu aviation, fueleu maritime, afir",fit for 55,46.0
0,2019-12-11,"('923424020779-19',)",security and defence issues,"european green deal, energy security",46.0
2,2021-02-05,"('06698681039-26',)","discussion on trade negotiations and the trade policy review, with a focus on trade and sustainable development.","purpose of the meeting was to discuss the new cabinet team and the recent and forthcoming actions on employment and social files, including social dialogue.",46.0
0,2021-11-30,"('582824527068-76',)","digital regulation, in particular on data","eu and china relations,  stability and growth pact.",46.0
0,2023-04-26,"('72279144480-58',)",reinvest 2050,to present the recent investments in energy efficiency improvements and switching to renewable energy.,46.0
0,2023-03-21,"('479468313744-50',)","eu trade policy including free trade agreements, eu-uk relations/windsor framework, digital trade",solvency ii review and aifmd review,46.0
0,2023-03-07,"('509882515669-01',)",eu pharmaceutical legislation-and discuss specifications the environmental risk assessment (era),"upcoming revision of the eu pharmaceutical legislation, 
the critical point of the public service obligation proposed for manufacturers (article 39(2)), the need for a european level public service obligation, the electronic patient leaflet,",46.0
0,2023-05-16,"('5552918474-13',)",eu as an international actor,the green deal industrial plan and the eu's 2040 climate targets,46.0
0,2022-10-12,"('35147251117-11',)",banking union,"1) bank crisis management deposit insurance proposal
2) negotiations on the basel proposal
3) sustainable finance agenda
4) digital euro set up",46.0
0,2023-06-13,"('84973761187-60',)",competition and late payments directive,"consumer protection, ai-related topics, data flows, privacy rules and the harmonisation of procedural rules of gdpr, 'green transition' consumer files.",46.0
1,2020-04-23,"('02776221598-67',)","sustainable corporate governance, ai, data protection and consumers",(videocall)  covid-19 crisis impact andrecovery plans. importance of digital to the eu economy,46.0
0,2020-05-28,"('64270747023-20',)","to discuss industrial strategy, recovery plan.",digital manufacturing and the european recovery (open online panel discussion),46.0
4,2023-02-17,"('557467520774-65',)",sustainable investment in the eu,taxonomy and sustainability reporting,46.0
2,2023-01-18,"('64869491516-70',)",about europe's role in in the transition to a net-zero emissions economy,"supporting work around a european response to the us ira, the need for a new investment wave in climate-friendly technologies and the upcoming electricity market design reform.",46.0
0,2020-07-06,"('63322037415-37',)","animal health, farm to fork strategy and biodiversity strategy","farm to fork strategy, animal health law and the implementation of the veterinary medicinal products regulation.",45.0
0,2020-06-19,"('872244238453-63',)",exchange of views on the covid-19 lessons learned,"preparation of the second covid19 wave, how to anticipate shortages in icus, support through the commission health programme",45.0
0,2023-06-02,"('799839342472-78',)",meeting with pasykaf,europe's beating cancer plan and eu policy on cancer,45.0
1,2022-10-25,"('03181945560-59',)","platform regulation, cybersecurity, data.","data protection, hate speech online and the code of conduct, ai liability directive, ai regulation and ukraine.",45.0
0,2022-11-15,"('84973761187-60',)","eu digital policy, including data and ai",digital priorities for the eu and the us.,45.0
0,2021-04-28,"('78787381113-69',)",open strategic autonomy,basel implementation,45.0
0,2022-12-15,"('200145833328-59',)",support of victims of gender based violence,findings on srhr and gbv support needs of ukraine refugees,45.0
0,2024-10-01,"('731391938114-36',)","presentation of their business model, discussion about the eu consumer and digital regulatory framework (e.g. omnibus directive).",consumer protection rules and dsa,45.0
0,2024-06-11,"('44856881231-49', '09586631237-74')",informative visit about the working methods of the european commission and the cabinet.,to discuss the main elements of their manifesto and some concrete ideas for actions for the future eu agricultural policy.,45.0
0,2021-11-15,"('39217046408-27',)",introductory meeting,competition policy,45.0
0,2021-07-14,"('479468313744-50',)",introductory meeting,"capital markets union, digital finance, sustainable finance, and anti-money laundering.",45.0
1,2021-09-28,"('56592866496-47',)",issues within the competition and digital portfolios,decarbonisation projects of the edp and possible eu support.,45.0
2,2021-01-26,"('36529354479-57',)",the impact of the crisis on the cultural sector,rebuilding europe: the cultural and creative economy before and after covid-19,45.0
0,2023-03-20,"('33192023937-30',)",activities of the european federation of building societies in the eu and possibilities to enlarge the system to future eu candidate countries,eu taxonomy,45.0
0,2020-04-28,"('5265780509-97',)",covid19: economic outlook and the eu's policy response - decisions taken so far and next steps,digital aspects of the european green deal,45.0
0,2020-09-02,"('135084038966-26',)",the global initiative to end wildlife crime. it was a videoconference organized by cab timmermans.,"eu 2030 biodiversity strategy, recovery and wildlife trade",45.0
5,2024-01-24,"('39966101835-69',)",electricity market - nuclear power - hydropower,2040 target,45.0
0,2022-09-22,"('64879142323-90',)","implementation of the eu chemicals strategy for sustainability, in particular the revisions of clp and reach","ongoing revision of the classification, labelling and packaging (clp) regulation to share key considerations from the european chemical industry, ahead of the next regulatory steps",45.0
0,2020-02-19,"('54437813115-56',)",digital services act,presentation general of activities of the group,45.0
0,2022-03-25,"('84606487324-44',)","investissement dans les priorites europeennes : dependance energetique, defense et pme.","investissement de long terme au service des transitions ecologique, digitale et sociale des territoires",45.0
0,2023-11-07,"('5265780509-97',)","current and future challenges facing the eu labour market, as well as the need for strong partnership and continued cooperation between european, national, local and business actors.",eu-us transatlantic relations,45.0
0,2021-09-09,"('99346002337-55',)",exchange of views on resilience and industrial policy,eu's long-term vision on strategic autonomy and reshoring opportunities in the technology sector,45.0
1,2023-01-31,"('90142503473-81',)",introductory meeting to new ceo of vodafone ireland,telecom sector and networks,44.0
0,2023-03-28,"('176334311014-43',)",eu competitiveness,discussion on current policy priorities for germany and the eu in the light of the european green deal.,44.0
10,2021-01-26,"('36529354479-57',)",conference on the future of europe,meeting on the impact of covid-19 on the creative and cultural sector.,44.0
11,2021-01-26,"('36529354479-57',)",conference on the future of europe,"discussion on effects of covid19 crisis to the cultural and creative sectors, eu's support for culture and creative sectors, including recovery and resilience facility",44.0
0,2021-01-21,"('0764199368-97',)","retail finance, digital finance, cmu",basel iii,44.0
0,2022-10-25,"('03181945560-59',)","platform regulation, cybersecurity, data.","fighting disinformation, european media freedom act",44.0
0,2021-01-28,"('06698681039-26',)","just transition, social aspects of recovery",european pillar of social rights and porto social summit,44.0
0,2020-01-23,"('588327811384-96',)",opportunities and collaboration on the green deal,digital taxation,44.0
1,2024-01-30,"('680443918500-51',)","the european competitiveness of green fuel projects and to introduce c2x, maersk's green methanol arm",discussion on the potential of green fuel production in the mediterranean region,44.0
0,2020-01-29,"('84973761187-60',)","rule of law, consumer protection","discussion on the priorities of the new commission of relevance to the retail sector, implementation of key legislation and key barriers faced by the sector across the eu and in specific markets",44.0
0,2022-09-08,"('011095511691-05',)",application of sanctions to russia,instant payments and sanctions,44.0
0,2020-03-05,"('905114121730-42',)","grean deal, 2030 energy and climate targets, decarbonisation of industry, innovation in energy.",transport,44.0
1,2020-02-19,"('933950717522-28',)",courtesy meeting,presentation of handelsbanken's position on basel iii,44.0
0,2022-03-30,"('1771817758-48',)",exchange on eu climate and energy policy and possible impacts on german industry,data and chips act,44.0
0,2022-03-22,"('6256831207-27',)","eu energy markets - gas price regulation, gas price cap",discussion on energy prices,44.0
4,2022-03-29,"('165202837974-32',)","digital markets act and digital services act, data act","presentation of their activities in europe, data protection and consumer protection.",44.0
12,2020-02-17,"('28666427835-74',)",exchange of views on the approach to platform governance and platform regulation,presentation general de facebook,44.0
12,2021-01-26,"('36529354479-57',)",rebuilding europe: the cultural and creative economy before and after covid-19,meeting on the impact of covid-19 on the creative and cultural sector.,44.0
0,2023-02-27,"('89046007765-76',)",main current files,retail investment strategy,44.0
0,2023-04-12,"('593474530364-05',)","dsa, emfa",european media freedom act,44.0
0,2022-01-13,"('421591329311-65',)","dsa, emfa",european year of youth 2022,44.0
0,2023-05-25,"('58204758673-16',)","payments, digital transformation",data protection and ai.,44.0
2,2021-11-29,"('18574111503-28',)","digital services act, digital markets act","media freedom act, democracy, disinformation, political advertising, dsa/dma",44.0
0,2021-02-03,"('1811573195-25',)",inland waterways in the eu green deal,meeting on naiades,44.0
0,2021-10-12,"('89093924456-06',)",fit for 55 package,"the pillar of social rights (and an action plan), the minimum wage proposal and the initiative for social dialogue.",44.0
0,2023-01-24,"('535247344998-75',)",financial literacy,meeting on the european year of skills and the pact for skills,44.0
2,2021-10-27,"('33858106461-10',)","demography, rural areas, ageing, conference on the future of europe","basel iii, digital currency",44.0
0,2024-09-04,"('534817947413-51',)","digital finance, single market for financial services",retail investment,44.0
3,2021-10-12,"('39912257528-48',)",issues within the competition portfolio,"discussions on schengen, freedom of movement and other topical matters in the context of home affairs",44.0
1,2021-10-12,"('39912257528-48',)",issues within the competition portfolio,"discussions on schengen, freedom of movement and other topical matters in the context of home affairs",44.0
3,2020-01-20,"('0801162959-21',)","disinformation, artificial intelligence","eu internal security: challenges ahead and law enforcement cooperation, perspectives from the industry.",44.0
0,2022-09-08,"('72029513877-54',)","regulation for mobile phones, cordless phones and tablets",digital policies.,44.0
0,2024-02-19,"('479234015862-06',)","single market barriers, public procurement and start-up financing",les enjeux du recrutement des startups et metiers de demain,44.0
0,2020-01-30,"('78891371297-34',)",transport,"introductory meeting with mr. antonio avenoso, executive director",44.0
0,2020-02-14,"('4900814699-31',)","migration pact, security union strategy",presentation of the forum and its views on urban security,44.0
0,2022-07-05,"('34369111614-57',)","banking package
cmdi
retail investor strategy
digital euro",financial services,44.0
0,2022-07-07,"('550494915045-08',)","dto
ccps","clearing business in the eu: competitiveness of eu ccps, dto equivalence, eu supervision.",44.0
2,2022-03-29,"('165202837974-32',)","digital markets act and digital services act, data act","presentation of their activities in europe, data protection and consumer protection.",44.0
0,2020-02-19,"('933950717522-28',)",courtesy meeting,presentation of handelsbanken's position on presentation of handelsbanken's position on basel iii,44.0
5,2020-02-19,"('353231132587-96',)","basel iii, sustainable finance, anti-money laundering,capital markets union",courtesy meeting with ceo,44.0
0,2022-11-25,"('18574111503-28',)","european media freedom act, political advertising","dsa,dma, piracy.",44.0
0,2020-09-30,"('8999533555-91',)",transport,"discuss with the ceo for automotive of bosch to exchange views on the access to vehicle data, artificial intelligence, hydrogen and emission standards for vehicles.",44.0
6,2022-10-12,"('389356530261-76',)",start-ups,"presentation of the company, artificial intelligence",44.0
13,2022-10-12,"('389356530261-76',)","presentation of the company, artificial intelligence",start-ups,44.0
2,2022-10-12,"('389356530261-76',)","digital finance
payments","presentation of the company, artificial intelligence",44.0
0,2022-03-02,"('858716912337-17',)",the latest regulatory and political developments in the european financial sector relevant to the sfc and its members ubs and credit suisse,eu-swiss relations,44.0
0,2020-05-13,"('58744833263-19',)",recovery plan and green transition,sustainable transport in recovery (through cohesion policy).,44.0
5,2021-01-26,"('36529354479-57',)",exchange on covid-19 impact on culture and creative sector,conference on the future of europe,44.0
0,2023-05-24,"('366117914426-10',)",dinner discussion - eu policy on the sustainability transition,discuss the commission's plans on the green claims initiative and introduce amazon's major investments to support the green and digital transition.,44.0
0,2023-05-31,"('93038071152-83',)",advancing europe's net-zero industry,to discuss issues relevant for the decarbonisation of the eu steel industry and a possible transition pathway initiative,44.0
0,2023-04-04,"('4756340957-20',)","introductory meeting with presidents of it, fr and de insurance assoc",exchange of views on the macroeconomic outlook and the role of the insurance sector in supporting the capital markets union and long term investment,43.0
3,2023-05-16,"('5552918474-13',)",the green deal industrial plan and the eu's 2040 climate targets,outlook for eu economic policy and eu-us trade relations,43.0
5,2022-10-11,"('191319744634-58',)",overview of developments in the hydrogen sector,"how the eu can continue supporting the green deal and the climate transition in europe despite the horrific invasion of ukraine and its different effects on the european economy and european companies, fitfor55, ets, cbam and red",43.0
0,2022-10-11,"('52431421-12',)",digital issues,"telecoms, competition policies",43.0
0,2023-07-12,"('91216972728-77',)",ott fair share and gigabit recommendation,telecom policy,43.0
1,2023-04-13,"('4266797770-31',)","discuss the technology used on holistic energy management systems to monitor energy consumption, electric vehicle charging stations, and the use of ai technology and digitalization to optimize design, production, inventory",exchange of views on sustainability and green transition and siemens commitments.,43.0
0,2022-06-08,"('021253717373-58',)",international data transfers and artificial intelligence,ai act.,43.0
1,2022-06-21,"('1954267427-31',)",transport,"meeting with luigi ferraris, ceo of ferrovie dello stato italiane to discuss the implementation of the it rrp and on projects related to mobility and infrastructures",43.0
0,2022-06-21,"('1954267427-31',)",transport,"meeting with luigi ferraris, ceo of ferrovie dello stato italiane to discuss the implementation of the it rrp and on projects related to mobility and infrastructures",43.0
0,2024-03-20,"('820300530953-18',)",elections,eu enlargement,43.0
1,2022-03-30,"('55507619225-88',)","meeting with ettore prandini, president of coldiretti to discuss the impact of the invasion of ukraine on the european agricultural sector and related issues","implementation of the cap, the general market situation and eu policy strategies on the agro-food sector",43.0
0,2020-03-03,"('982823533509-58',)",economic diplomacy and investment regarding sustainable health systems in african countries.  forthcoming africa strategy and creation of jobs and growth in africa.,"meeting with president europe, middle east and africa",43.0
2,2022-03-30,"('55507619225-88',)","meeting with ettore prandini, president of coldiretti to discuss the impact of the invasion of ukraine on the european agricultural sector and related issues","implementation of the cap, the general market situation and eu policy strategies on the agro-food sector",43.0
2,2023-06-26,"('03181945560-59',)","data protecton, ai, code of conduct against hate speech",digital,43.0
0,2021-12-01,"('03181945560-59',)","artificial intelligence, hate speech, fundamental rights",eu tech policy,43.0
0,2023-05-24,"('459816748143-09',)",exchange on the european competitiveness in battery production and access to crm,net zero industry act,43.0
9,2020-01-20,"('0801162959-21',)",digital policy,"eu internal security: challenges ahead and law enforcement cooperation, perspectives from the industry.",43.0
0,2020-01-21,"('3978240953-79',)","eu - china strategy, development cooperation","eu industrial competitiveness, carbon pricing mechanism",43.0
0,2020-01-13,"('291219715847-52',)",sustainability in aviation,developments for the aviation sector,43.0
0,2022-11-15,"('234896947959-56',)",investment in talents,digital transition,43.0
2,2020-01-20,"('0801162959-21',)","disinformation, artificial intelligence",digital policy,43.0
0,2024-11-29,"('2732167674-76',)","update, wto agreement, china and economic security, outcome of us elections.",future of air transport,43.0
4,2020-02-17,"('28666427835-74',)",digital policy,the the the future of technology and society (dinner discussion with facebook and other participants),43.0
2,2020-03-06,"('09245221105-30',)",discussion sur la mise en oeuvre de la strategie des donnees dans le domaine bancaire et financier,european payments initiative,43.0
2,2020-02-04,"('849798415326-80',)",exchange of views on customs issues,the impact of us sanctions on european businesses in russia,43.0
5,2020-02-17,"('28666427835-74',)",digital policy,the the future of technology and society (dinner discussion with facebook and other participants),43.0
0,2022-06-28,"('711785245699-83',)",presentation of the company's approach to content moderation and child protection,"-discord's business model, work on child safety, and efforts in content moderation
-eu strategy for a bik
-the new law on the fight against online child sexual abuse material",43.0
0,2022-06-28,"('070028236358-54',)",semiconductors,discussion conc. promote (eu chips act) and protect topics (sanctions and export controls),43.0
0,2022-06-16,"('570335813082-79',)",southern gas corridor,discussion with tap and socar about security of supply and related gas infrastructure.,43.0
0,2024-02-22,"('9171899949-17',)","cmu, basel iii standards, eu-china relations","european banking, asset management landscape and us basel implementation.",43.0
0,2023-10-24,"('820300530953-18',)",artificial intelligence,"meeting with executive chairman, institute for global change (topic: current situation in the middle east and ukraine)",43.0
1,2024-03-20,"('820300530953-18',)",elections,eu enlargement,43.0
0,2022-09-07,"('05032108616-26',)",winter preparedness (discussion together with cabinet von der leyen),price cap russian oil,43.0
0,2020-02-17,"('28666427835-74',)",digital policy,the the the future of technology and society (dinner discussion with facebook and other participants),43.0
0,2024-05-15,"('60975211600-74',)",future of the european union's single market to eu leaders,cmu in the letta report,43.0
0,2024-04-16,"('27471236588-39',)",meeting with fnsi/italian press association on situation in italy and amendments costa,media policy,42.0
0,2022-07-05,"('3978240953-79',)","state of play of the trade and investment negotiations between the eu and india, mercosur and chile","eu's bilateral trade agenda, trade and technology council, eu-us",42.0
1,2023-10-16,"('267303827175-27',)","exchange of views on natural gas/lng, renewable energy/hydrogen and nuclear energy/fusion.",eu - japan collaboration,42.0
1,2020-02-11,"('2732167674-76',)",eu- us trade relations,european green deal,42.0
2,2020-02-19,"('353231132587-96',)",european green deal,courtesy meeting with ceo,42.0
2,2020-02-19,"('271912611231-56',)","eu regulatory framework for banks, basel iii, capital markets union",sustainabble finance and forthcoming basel package,42.0
2,2023-10-23,"('6504541970-40',)",automotive industry,industrial strategy,42.0
1,2022-04-26,"('582824527068-76',)",data economy,eu's political situation and priorities of the commission,42.0
0,2024-01-25,"('409032241540-04',)",hydropower - energy storage,"introduction to a2a's portfolio of activities 
eu energy policy",42.0
1,2024-01-31,"('680443918500-51',)",competitiveness of green fuel projects,"- general overview of c2x's projects
- maersk-c2x approach to green shipping corridors
- proposals to the commission to decarbonise shipping in the next mandate",42.0
0,2022-09-05,"('56362448807-46',)",relations with china.,eu policies.,42.0
4,2020-02-18,"('803034333635-05',)",relations euandus on trade matters,eu-us trade and investment relations,42.0
0,2022-06-21,"('22400601191-42',)",overview of the repowereu initiative,"*	resilience of value chains / strategic autonomy 
*	directive on corporate sustainability due diligence
*	eu innovation agenda
*	current and planned ipcei",42.0
1,2024-06-26,"('56953548578-36',)","eu-australia and international cooperation on green transition, hydrogen, critical raw materials","innovation, defence autonomy, education and skills",42.0
0,2020-01-28,"('25487567824-45',)","european green deal, sector integration, energy efficiency, industrial strategy",trade issues,42.0
0,2022-06-09,"('89632641000-47',)",policy dialogue on 'the green deal as a solution to our crisis-riddled times',speech on repowereu,42.0
0,2020-04-08,"('28666427835-74',)","1. introduction to eu affairs at facebook and facebook policy       priorities
2. update on fb measures against the spread of covid 19.
3. terrorist content online and child sexual exploitation issues.",discussion related on how the covid-19 crisis affects the sector,42.0
0,2020-03-04,"('189720828138-88',)",antimicrobial resistance,discuss core priorities of react as well as initiatives in the area of amr,42.0
0,2023-07-04,"('234317527985-69',)","exchange of views on the recent banking crisis, on sanctions enforcement and on digital euro.","sustainable finance, the digital agenda",42.0
0,2024-09-12,"('72899131664-09',)",exchange of views on ec and icg positions in the eu neighbourhood,"discussion on the international situation, including countries and regions of direct interest and importance for our service.",42.0
0,2019-12-11,"('2732167674-76',)",state of play of the latest development of the airbus/boeing litigation,horizon europe and the aviation sector,42.0
0,2021-04-19,"('55820581197-35',)",industrial strategy,substainable corporate governance,42.0
2,2021-06-16,"('442822332191-58',)",to present the work of ysg to the commissioner and introduce him with the expansion plans (especially those related to candidate countries) and special events plan especially the one for the celebration of 25th anniversary of the ysg in croatia,activities and events of youth sports games,42.0
0,2023-01-10,"('0764199368-97',)",bank macroprudential regulation,retail investment legislative package,42.0
2,2024-05-30,"('56362448807-46',)","to discuss the state of play of the eudr's implementation process, and more specifically the risk assessment benchmarking system.","deforestation, human rights and eu deforestation regulation",42.0
9,2021-11-09,"('3978240953-79',)","industrial strategy , digitalisation, resilience, fit for 55",sustainable finance,42.0
0,2024-05-30,"('56362448807-46',)","deforestation, human rights and eu deforestation regulation","to discuss the state of play of the eudr's implementation process, and more specifically the risk assessment benchmarking system.",42.0
0,2024-09-24,"('74574295642-60',)",anti-subsidy investigation on electric vehicles from china.,discussion on next generation mobility,42.0
0,2024-09-17,"('03013154889-05',)","meeting with the japanese ceo-s (mufg bank, nyg group, mitshubishi)",meeting with a group of several ceos of japan's largest companies about green transition. organised by afore consulting.,42.0
0,2022-11-22,"('03181945560-59',)",exchange of views on csa,"meeting with mr kent walker, on csa proposal, the eu internet forum on 7/12, the implementation of the tco and digital security more broadly",42.0
2,2021-11-09,"('3978240953-79',)",sustainable finance,"industrial strategy , digitalisation, resilience, fit for 55",42.0
0,2021-05-04,"('64270747023-20',)",sustainable corporate governance initiative,transatlantic relationship,42.0
5,2021-11-09,"('3978240953-79',)","energy prices, fit for 55, hydrogen and gas package.","industrial strategy , digitalisation, resilience, fit for 55",42.0
0,2023-10-10,"('022201744710-44',)",the digitalisation of travel documents and the advanced passenger information,"-	introductory of the organisation 
-	major trends in terms of travel and tourism 
-	role of sustainable aviation fuels in support of decarbonisation",42.0
0,2021-02-19,"('061601915428-87',)","dsa, dma, ai","eu policy files relevant to the technology industry - transatlantic trade and data flows, digital decade, digital and green, artificial intelligence, digital services act, digital markets act",42.0
5,2023-02-21,"('974875639237-65',)","energy sector, wind energy",support for the clean tech industry in europe.,42.0
1,2022-05-24,"('3394026642-58',)",presentation and exchange of views on the findings of the bp statistical review,repower eu and the energy transition,42.0
2,2020-01-21,"('1771817758-48',)",commissioner reynders' priorities,"challenges facing new commission, ai, digital soverignty, connectivity and cloud",42.0
0,2022-05-24,"('3394026642-58',)",presentation and exchange of views on the findings of the bp statistical review,repower eu and the repower eu and the energy transition transition,42.0
0,2022-10-26,"('317259347794-40',)","digital single market, digital payments, smes, digital euro",satispay presented their business model and market situation. it supports an efficient and integrated market for eu payment services. satispay supports the instant payments proposal and looks forward to the review of the payment service directive,42.0
8,2021-12-03,"('547949121038-83',)","presentation  of an early screening test  by  a  cancer screening start-up. its impact on health, early detection of cancer and especially on most vulnerable groups was discussed in the context of equality policy and the eu beating cancer strategy",presentation of the merger case illumina and grail,42.0
2,2023-03-28,"('909481346459-35',)",payment services directive,"psd2, eu capital requirements regulation (crr3)",42.0
2,2021-11-30,"('582824527068-76',)","eu and china relations,  stability and growth pact.",european green deal,42.0
0,2020-10-13,"('65744846168-89',)",sustainable food systems,"to discuss the biodiversity strategy and its implementation, also the regenerative agriculture as a way to address climate change and biodiversity, as well as the circular economy.",42.0
1,2023-03-28,"('909481346459-35',)",payment services directive,developments in the digital world and impacts on financial markets,42.0
12,2022-10-12,"('389356530261-76',)","presentation of the company, artificial intelligence",european innovation agenda,42.0
2,2022-10-11,"('191319744634-58',)",state aid and greening of the steel sector.,"how the eu can continue supporting the green deal and the climate transition in europe despite the horrific invasion of ukraine and its different effects on the european economy and european companies, fitfor55, ets, cbam and red",42.0
0,2023-05-03,"('348145840751-31',)","presentation of the company, green mobility, artificial intelligence",introduction and eu agenda,42.0
2,2020-09-02,"('135084038966-26',)","eu 2030 biodiversity strategy, recovery and wildlife trade",vc meeting on the global initiative to end wildlife crime,42.0
0,2020-09-10,"('1771817758-48',)","women on boards, gender pay gap",best practices - gender equality,42.0
0,2021-06-01,"('58744833263-19',)",meeting to discuss refuel eu (aviation and maritime).,listen to their views on euro 7,42.0
0,2023-09-26,"('389356530261-76',)","eu payments regulation reform
digital euro 
psd3/psdr",eu startup policy,41.0
0,2022-03-28,"('02963738854-41',)","macroeconomic situation, rrf implementation, employment and social policies","consumer credit directive, general product safety regulation, distance marketing of consumer financial services directive, right to repair",41.0
0,2022-03-14,"('898914810908-76',)",perfumes industry key concerns,"chemicals strategy, reach, clp",41.0
2,2020-03-03,"('982823533509-58',)","meeting with president europe, middle east and africa",digital transformation of health and care,41.0
0,2020-02-18,"('569885924378-48',)","energy efficiency, energy solutions, european green deal, greenhouse gas reduction, low carbon technology",solar impulse foundation contribution to green deal,41.0
0,2022-04-28,"('688089718929-60',)",priorities in digital and research,topical geopolitical developments and climate diplomacy,41.0
15,2020-02-17,"('28666427835-74',)","disinformation, media freedom, pluralism and copyright, data protection",presentation general de facebook,41.0
0,2023-12-18,"('114467111412-38',)",new digital technologies,"- 5g and 6g 
- business environment in china",41.0
2,2022-04-27,"('905001612275-82',)",introductory meeting and information from enagas on their strategic plans and projects in terms of security of supply and decarbonisation,"the enagas ceo, arturo gonzalo was in brussels for other meetings and he asked to meet the hoc, as hr/vp was on mission. the point of discussion was: the strategic implications of gas networks in europe.",41.0
0,2024-03-05,"('05503341949-54',)",economic and geopolitical situation in the eu,"economic outlook,
eu competitiveness",41.0
0,2022-05-11,"('082774214711-83',)","sustainable finance, taxonomy",horticultural peat's vital role in eu's food production and food security,41.0
0,2024-03-12,"('569885924378-48',)","presentation of:
1. the recommendations of the manifesto for europe ""europe 3.0 - modernise to thrive"",
2. latest publication on the new climate narrative,
3. solar's new project - a non-stop tour around the world with a zero emissions",energy transition,41.0
2,2020-01-28,"('061601915428-87',)","introduction association, artificial intelligence and data strategy, digital services act","overall digital policy, including technological sovereignty, open multilateral economic governance, trade in technology, data strategy",41.0
0,2024-07-03,"('796200346429-12',)",exchange on technology solutions for the energy transition,concerning the eu's objectives for domestic electrolyser and renewable hydrogen production capacity,41.0
0,2020-12-02,"('09245221105-30',)",discussion implementation basel iii europe,introductory meeting to discuss banking topics,41.0
2,2023-04-25,"('236869539281-13',)","revision of the toys safety directive, chips, supply chains",the implementation of the eu strategy on the rights of the child,41.0
0,2023-02-28,"('48544465107-88',)","union customs code 
(with alienor margerit)","european competitiveness, taxonomy",41.0
0,2022-10-19,"('89093924456-06',)","eu chips act, smei, industrial strategy.",dinner exchange on current economic developments with representatives of austrian business sectors.,41.0
1,2021-11-09,"('1771817758-48',)",sustainable corporate governance,the fit for 55 package and its opportunities and challenges for industry,41.0
0,2021-09-28,"('56592866496-47',)",issues within the competition and digital portfolios,"hydrogen, renewables and energy systems integration.
the issue of rising energy prices.",41.0
1,2023-02-02,"('483024821178-51',)",trade and technology council,energy transition,41.0
0,2023-02-08,"('91216972728-77',)",connectivity package,ott fair share.,41.0
0,2023-01-31,"('02776221598-67',)","to discuss about the proposal on corporate sustainability due diligence (csdd), sustainable consumption and the empowering consumers in the green transition.","randi and women empowerment, eu innovation agenda, new european bauhaus,",41.0
0,2023-01-31,"('90142503473-81',)",introductory meeting to new ceo of vodafone ireland,update on issues relating to the implementation of the government of india's telecom reform package.,41.0
2,2023-02-02,"('483024821178-51',)","eu-us relations, inflation reduction act",energy transition,41.0
0,2023-02-21,"('974875639237-65',)",energy transition,exchange of views on the current challenges for europe's clean tech sector and the ira,41.0
2,2023-01-13,"('592343015058-67',)",general overview of the situation for european businesses in china,meeting with the president of the eu chamber of commerce in china and their delegation.,41.0
0,2023-01-24,"('939400248099-56',)",trade and steel issues,physical meeting - discussions on next steps in implementing the carbon border adjustment mechanism,41.0
0,2021-11-10,"('747450344679-16',)","vice president schinas invited commissioner valean to a vtc with mr. abdul wahhab teffaha, secretary general of aaco, and mr. abdennebi manar, director general of arab civil aviation organisation, regarding the situation of flights to belarus.","vtc with the sg of the arab air carriers organisation, mr abdul wahhab teffaha",41.0
1,2023-01-09,"('6437280268-55',)",access to in-vehicle data,retail investment strategy.,41.0
1,2021-11-24,"('5265780509-97',)",competitiveness of europe in the global economy + transatlantic relations,"status of the conference on the future of europe
impact of demographic change on trade and investments
possible future cooperation and possible invites to amchameu events in 2022",41.0
2,2021-11-24,"('5265780509-97',)",courtesy meeting and an exchange of views on transatlantic relations and cooperation on key initiatives in the health area.,"status of the conference on the future of europe
impact of demographic change on trade and investments
possible future cooperation and possible invites to amchameu events in 2022",41.0
0,2020-01-23,"('269727723042-29',)",transports,opportunities and challenges for electromobility,40.0
0,2020-12-09,"('842315534764-63',)",to discuss the recently published chemicals strategy for sustainability and animals testing,introductory exchange of views on animal testing replacements and the pharmaceutical strategy,40.0
1,2023-04-20,"('499059113403-37',)",the upcoming open finance and mobility data space initiatives,"sustainable finance, retail investment strategy",40.0
1,2020-04-28,"('5265780509-97',)",covid19: economic outlook and the eu's policy response - decisions taken so far and next steps,influence of the pandemic crisis on business in europe and globally,40.0
0,2020-10-27,"('8999533555-91',)","artificial intelligence, green deal, industrial policy","data, ai, hydrogen, processors",40.0
0,2020-10-27,"('7223777790-86',)",illegal content and dsa proposal,digital services act,40.0
0,2022-09-13,"('85083981189-35',)",meeting to discuss eu solidarity strategy to respond to the ukraine crisis.,social dialogue,40.0
0,2023-09-20,"('05032108616-26',)",eu 2040 climate target plan,fit for 55,40.0
2,2022-09-28,"('785157016077-28',)","digital policies, artificial intelligence and data economy.",basel implementation and open finance,40.0
0,2020-03-06,"('84973761187-60',)",skills and social roadmap,sustainable smart and urban mobility,40.0
0,2021-01-21,"('350977437809-66',)",impact of the covid crisis on tourism and cruise ship industry,meeting to discuss developments of the cruise sector.,40.0
0,2022-03-30,"('03181945560-59',)","digital markets act and digital services act, data act.",efforts against disinformation and compliance with digital regulation,40.0
0,2021-10-07,"('5950962136-12', '37937886834-69')",media remuneration in dma,"digital services act, digital markets act",40.0
0,2021-11-23,"('58290033126-06',)",decarbonisation and digitalisation in marine industry,fueleu maritime,40.0
0,2022-06-10,"('240029014014-18',)",cyber resilience act.,digital policies.,40.0
